sound_code,слово,sound,sound_trigger,метка_seq1,название категории,,pic_name,№_pic,pic,№_old,pic_code,pic_file,pic_trigger,quest1_a,quest1_a_sound_id,quest1_a_sound,quest1_a_trigger,ans,quest1_b,quest1_b_sound_id,quest1_b_sound,quest1_b_sound_trigger,quest2_b,quest2_b_sound_id,quest2_b_sound,ans,quest2_b_sound_trigger,ac_row,Дистракторы,dis_for_EE,dis_for_FM,Экспл_реал,FM_цель,FM_Экспл_реал,,Тропики,Огород,Тропики_короткие,Ogorod_short,,,,,,,Новые_понятия,,Известные_понятия,,,
299,Lemon,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Limon,_3,Limon_3,,2035,pics\\Limon_3.jpg,204,,0,0,0,0,,291,sound\\Vot.wav,801,,67,sound\\On_s_cedroy.wav,да,804,2208,pics\\dis45.jpg,pics\\dis45.jpg,,pics\\Limon_3.jpg,0,pics\\Redis_3.jpg,pics\\Redis,,pics\\Redis_3.jpg,pics\\Banan_3.jpg,pics\\Goroh_3.jpg,0.10257768,pics\\Injir_6.jpg,pics\\Tikva_6.jpg,,,0.11033532,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
299,Lemon,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Limon,_4,Limon_4,,2036,pics\\Limon_4.jpg,204,,0,0,0,0,,292,sound\\Eto.wav,801,,68,sound\\Kisliy_li_on.wav,да,804,2188,pics\\dis3.jpg,pics\\dis3.jpg,,pics\\Limon_4.jpg,0,pics\\Redis_4.jpg,pics\\Redis,,pics\\Redis_4.jpg,pics\\Banan_4.jpg,pics\\Goroh_4.jpg,0.117044188,pics\\Injir_5.jpg,pics\\Tikva_5.jpg,,,0.922810998,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
299,Lemon,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Limon,_5,Limon_5,,2037,pics\\Limon_5.jpg,204,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,69,sound\\Sochniy_li_on.wav,да,804,2192,pics\\dis32.jpg,pics\\dis32.jpg,,pics\\Limon_5.jpg,0,pics\\Redis_5.jpg,pics\\Redis,,pics\\Redis_5.jpg,pics\\Banan_5.jpg,pics\\Goroh_5.jpg,0.497380431,pics\\Banan_4.jpg,pics\\Goroh_4.jpg,,,0.898831232,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
299,Lemon,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Limon,_6,Limon_6,,2038,pics\\Limon_6.jpg,204,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,70,sound\\Uprugiy_li_on.wav,да,804,2171,pics\\dis22.jpg,pics\\dis22.jpg,,pics\\Limon_6.jpg,0,pics\\Redis_6.jpg,pics\\Redis,,pics\\Redis_6.jpg,pics\\Banan_6.jpg,pics\\Goroh_6.jpg,0.643400502,pics\\Banan_1.jpg,pics\\Goroh_1.jpg,,,0.422294746,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
299,Lemon,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Limon,_7,Limon_7,,2039,pics\\Limon_7.jpg,204,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,71,sound\\On_dlinniy.wav,нет,804,2177,pics\\dis35.jpg,pics\\dis35.jpg,,pics\\Limon_7.jpg,0,pics\\Redis_7.jpg,pics\\Redis,,pics\\Redis_7.jpg,pics\\Banan_7.jpg,pics\\Goroh_7.jpg,0.767302142,pics\\Limon_5.jpg,pics\\Redis_5.jpg,,,0.794415098,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
299,Lemon,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Limon,_8,Limon_8,,2040,pics\\Limon_8.jpg,204,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,72,sound\\On_bez_kozhuri.wav,нет,804,2184,pics\\dis19.jpg,pics\\dis19.jpg,,pics\\Limon_8.jpg,0,pics\\Redis_8.jpg,pics\\Redis,,pics\\Redis_8.jpg,pics\\Banan_8.jpg,pics\\Goroh_8.jpg,0.691385891,pics\\Limon_7.jpg,pics\\Redis_7.jpg,,,0.033657844,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1203,Coconut,sound\\Coconut.wav,102,10,импл_реал_с_названием,импл_,Kokos,_1,Kokos_1,,2025,pics\\Kokos_1.jpg,203,,185,sound\\S_molokom_li.wav,801,да,,0,0,0,,0,0,0,0,2021,pics\\Goroh_5.jpg,0,pics\\Goroh_5.jpg,,sound\\Tropic,pics\\Banan_1.jpg,pics\\Banan,pics\\Banan_1.jpg,,pics\\Injir_1.jpg,pics\\Tikva_1.jpg,0.479597051,pics\\Banan_5.jpg,pics\\Goroh_5.jpg,,pics\\Goroh_5.jpg,0.908146436,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1203,Coconut,sound\\Coconut.wav,102,10,импл_реал_с_названием,импл_,Kokos,_2,Kokos_2,,2026,pics\\Kokos_2.jpg,203,,186,sound\\Polyi_li.wav,801,да,,0,0,0,,0,0,0,0,2162,pics\\Tikva_2.jpg,0,pics\\Tikva_2.jpg,,sound\\Tropic,pics\\Banan_2.jpg,pics\\Banan,pics\\Banan_2.jpg,,pics\\Injir_2.jpg,pics\\Tikva_2.jpg,0.266020537,pics\\Injir_2.jpg,pics\\Tikva_2.jpg,,pics\\Tikva_2.jpg,0.190103676,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1203,Coconut,sound\\Coconut.wav,102,10,импл_реал_с_названием,импл_,Kokos,_3,Kokos_3,,2027,pics\\Kokos_3.jpg,203,,187,sound\\Glagkiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2018,pics\\Goroh_2.jpg,0,pics\\Goroh_2.jpg,,sound\\Tropic,pics\\Banan_3.jpg,pics\\Banan,pics\\Banan_3.jpg,,pics\\Injir_3.jpg,pics\\Tikva_3.jpg,0.635553024,pics\\Banan_2.jpg,pics\\Goroh_2.jpg,,pics\\Goroh_2.jpg,0.297271733,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1203,Coconut,sound\\Coconut.wav,102,10,импл_реал_с_названием,импл_,Kokos,_4,Kokos_4,,2028,pics\\Kokos_4.jpg,203,,188,sound\\Poristiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2164,pics\\Tikva_4.jpg,0,pics\\Tikva_4.jpg,,sound\\Tropic,pics\\Banan_4.jpg,pics\\Banan,pics\\Banan_4.jpg,,pics\\Injir_4.jpg,pics\\Tikva_4.jpg,0.121959799,pics\\Injir_4.jpg,pics\\Tikva_4.jpg,,pics\\Tikva_4.jpg,0.641057225,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1203,Coconut,sound\\Coconut.wav,102,10,импл_реал_с_названием,импл_,Kokos,_5,Kokos_5,,2029,pics\\Kokos_5.jpg,203,,189,sound\\Varyonniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2161,pics\\Tikva_1.jpg,0,pics\\Tikva_1.jpg,,sound\\Tropic,pics\\Banan_5.jpg,pics\\Banan,pics\\Banan_5.jpg,,pics\\Injir_5.jpg,pics\\Tikva_5.jpg,0.332806507,pics\\Injir_1.jpg,pics\\Tikva_1.jpg,,pics\\Tikva_1.jpg,0.542102495,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1203,Coconut,sound\\Coconut.wav,102,10,импл_реал_с_названием,импл_,Kokos,_6,Kokos_6,,2030,pics\\Kokos_6.jpg,203,,190,sound\\Plotniy_li.wav,801,да,,0,0,0,,0,0,0,0,2024,pics\\Goroh_8.jpg,0,pics\\Goroh_8.jpg,,sound\\Tropic,pics\\Banan_6.jpg,pics\\Banan,pics\\Banan_6.jpg,,pics\\Injir_6.jpg,pics\\Tikva_6.jpg,0.357183376,pics\\Banan_8.jpg,pics\\Goroh_8.jpg,,pics\\Goroh_8.jpg,0.21758532,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1203,Coconut,sound\\Coconut.wav,102,10,импл_реал_с_названием,импл_,Kokos,_7,Kokos_7,,2031,pics\\Kokos_7.jpg,203,,191,sound\\Vorsistiy_li.wav,801,да,,0,0,0,,0,0,0,0,2167,pics\\Tikva_7.jpg,0,pics\\Tikva_7.jpg,,sound\\Tropic,pics\\Banan_7.jpg,pics\\Banan,pics\\Banan_7.jpg,,pics\\Injir_7.jpg,pics\\Tikva_7.jpg,0.047903875,pics\\Injir_7.jpg,pics\\Tikva_7.jpg,,pics\\Tikva_7.jpg,0.976103548,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1203,Coconut,sound\\Coconut.wav,102,10,импл_реал_с_названием,импл_,Kokos,_8,Kokos_8,,2032,pics\\Kokos_8.jpg,203,,192,sound\\Myagkiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2056,pics\\Redis_8.jpg,0,pics\\Redis_8.jpg,,sound\\Tropic,pics\\Banan_8.jpg,pics\\Banan,pics\\Banan_8.jpg,,pics\\Injir_8.jpg,pics\\Tikva_8.jpg,0.684400734,pics\\Limon_8.jpg,pics\\Redis_8.jpg,,pics\\Redis_8.jpg,0.342787283,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1204,Radish,sound\\Radish.wav,103,11,экспл_реал_с_названием,экспл,Redis,_1,Redis_1,,2049,pics\\Redis_1.jpg,206,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,81,sound\\On_s_botvoy.wav,да,804,2185,pics\\dis31.jpg,pics\\dis31.jpg,,pics\\Redis_1.jpg,0,pics\\Goroh_1.jpg,pics\\Goroh,,pics\\Goroh_1.jpg,,,,,,,,0.526406186,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
1204,Radish,sound\\Radish.wav,103,11,экспл_реал_с_названием,экспл,Redis,_2,Redis_2,,2050,pics\\Redis_2.jpg,206,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,82,sound\\On_aliy.wav,да,804,2170,pics\\dis36.jpg,pics\\dis36.jpg,,pics\\Redis_2.jpg,0,pics\\Goroh_2.jpg,pics\\Goroh,,pics\\Goroh_2.jpg,,,,,,,,0.373332437,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
1204,Radish,sound\\Radish.wav,103,11,экспл_реал_с_названием,экспл,Redis,_3,Redis_3,,2051,pics\\Redis_3.jpg,206,,0,0,0,0,,291,sound\\Vot.wav,801,,83,sound\\Pryanyi_li_on.wav,нет,804,2190,pics\\dis27.jpg,pics\\dis27.jpg,,pics\\Redis_3.jpg,0,pics\\Goroh_3.jpg,pics\\Goroh,,pics\\Goroh_3.jpg,,,,,,,,0.109842963,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
1204,Radish,sound\\Radish.wav,103,11,экспл_реал_с_названием,экспл,Redis,_4,Redis_4,,2052,pics\\Redis_4.jpg,206,,0,0,0,0,,292,sound\\Eto.wav,801,,84,sound\\Zhirniy_li_on.wav,нет,804,2176,pics\\dis21.jpg,pics\\dis21.jpg,,pics\\Redis_4.jpg,0,pics\\Goroh_4.jpg,pics\\Goroh,,pics\\Goroh_4.jpg,,,,,,,,0.955861839,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
1204,Radish,sound\\Radish.wav,103,11,экспл_реал_с_названием,экспл,Redis,_5,Redis_5,,2053,pics\\Redis_5.jpg,206,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,85,sound\\On_solyeliy.wav,нет,804,2205,pics\\dis46.jpg,pics\\dis46.jpg,,pics\\Redis_5.jpg,0,pics\\Goroh_5.jpg,pics\\Goroh,,pics\\Goroh_5.jpg,,,,,,,,0.144183299,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
1204,Radish,sound\\Radish.wav,103,11,экспл_реал_с_названием,экспл,Redis,_6,Redis_6,,2054,pics\\Redis_6.jpg,206,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,86,sound\\Pishniy_li_on.wav,нет,804,2201,pics\\dis43.jpg,pics\\dis43.jpg,,pics\\Redis_6.jpg,0,pics\\Goroh_6.jpg,pics\\Goroh,,pics\\Goroh_6.jpg,,,,,,,,0.749962042,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
1204,Radish,sound\\Radish.wav,103,11,экспл_реал_с_названием,экспл,Redis,_7,Redis_7,,2055,pics\\Redis_7.jpg,206,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,87,sound\\Crepkiy_li_on.wav,да,804,2197,pics\\dis54.jpg,pics\\dis54.jpg,,pics\\Redis_7.jpg,0,pics\\Goroh_7.jpg,pics\\Goroh,,pics\\Goroh_7.jpg,,,,,,,,0.909724978,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
1204,Radish,sound\\Radish.wav,103,11,экспл_реал_с_названием,экспл,Redis,_8,Redis_8,,2056,pics\\Redis_8.jpg,206,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,88,sound\\On_krugliy.wav,да,804,2218,pics\\dis64.jpg,pics\\dis64.jpg,,pics\\Redis_8.jpg,0,pics\\Goroh_8.jpg,pics\\Goroh,,pics\\Goroh_8.jpg,,,,,,,,0.930185861,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Pepper,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Peper,_1,Peper_1,,2041,pics\\Peper_1.jpg,205,,201,sound\\Siroy_li.wav,801,да,,0,0,0,,0,0,0,0,2155,pics\\Injir_3.jpg,0,pics\\Injir_3.jpg,,sound\\Ogorod,pics\\Injir_1.jpg,pics\\Injir,pics\\Injir_1.jpg,,,,,,,pics\\Injir_3.jpg,,0.514006939,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Pepper,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Peper,_2,Peper_2,,2042,pics\\Peper_2.jpg,205,,202,sound\\Sloyenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2003,pics\\Banan_3.jpg,0,pics\\Banan_3.jpg,,sound\\Ogorod,pics\\Injir_2.jpg,pics\\Injir,pics\\Injir_2.jpg,,,,,,,pics\\Banan_3.jpg,,0.431257339,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Pepper,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Peper,_3,Peper_3,,2043,pics\\Peper_3.jpg,205,,203,sound\\Gniloy_li.wav,801,нет,,0,0,0,,0,0,0,0,2158,pics\\Injir_6.jpg,0,pics\\Injir_6.jpg,,sound\\Ogorod,pics\\Injir_3.jpg,pics\\Injir,pics\\Injir_3.jpg,,,,,,,pics\\Injir_6.jpg,,0.817804849,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Pepper,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Peper,_4,Peper_4,,2044,pics\\Peper_4.jpg,205,,204,sound\\Bugristyi_li.wav,801,да,,0,0,0,,0,0,0,0,2157,pics\\Injir_5.jpg,0,pics\\Injir_5.jpg,,sound\\Ogorod,pics\\Injir_4.jpg,pics\\Injir,pics\\Injir_4.jpg,,,,,,,pics\\Injir_5.jpg,,0.388678763,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Pepper,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Peper,_5,Peper_5,,2045,pics\\Peper_5.jpg,205,,205,sound\\Cherniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2004,pics\\Banan_4.jpg,0,pics\\Banan_4.jpg,,sound\\Ogorod,pics\\Injir_5.jpg,pics\\Injir,pics\\Injir_5.jpg,,,,,,,pics\\Banan_4.jpg,,0.794404545,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Pepper,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Peper,_6,Peper_6,,2046,pics\\Peper_6.jpg,205,,206,sound\\Hrustyashiy_li.wav,801,да,,0,0,0,,0,0,0,0,2001,pics\\Banan_1.jpg,0,pics\\Banan_1.jpg,,sound\\Ogorod,pics\\Injir_6.jpg,pics\\Injir,pics\\Injir_6.jpg,,,,,,,pics\\Banan_1.jpg,,0.901981098,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Pepper,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Peper,_7,Peper_7,,2047,pics\\Peper_7.jpg,205,,207,sound\\Blestit_li.wav,801,да,,0,0,0,,0,0,0,0,2037,pics\\Limon_5.jpg,0,pics\\Limon_5.jpg,,sound\\Ogorod,pics\\Injir_7.jpg,pics\\Injir,pics\\Injir_7.jpg,,,,,,,pics\\Limon_5.jpg,,0.471285439,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Pepper,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Peper,_8,Peper_8,,2048,pics\\Peper_8.jpg,205,,208,sound\\Citrusoviy_li.wav,801,нет,,0,0,0,,0,0,0,0,2039,pics\\Limon_7.jpg,0,pics\\Limon_7.jpg,,sound\\Ogorod,pics\\Injir_8.jpg,pics\\Injir,pics\\Injir_8.jpg,,,,,,,pics\\Limon_7.jpg,,0.171844515,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
299,Banan,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Banan,_1,Banan_1,,2001,pics\\Banan_1.jpg,200,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,29,sound\\On_chistiy.wav,да,804,2217,pics\\dis58.jpg,pics\\dis58.jpg,,pics\\Banan_1.jpg,0,pics\\Tikva_1.jpg,pics\\Tikva,,pics\\Tikva_1.jpg,,,,,,,,0.132371363,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
299,Banan,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Banan,_2,Banan_2,,2002,pics\\Banan_2.jpg,200,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,30,sound\\Svehiy_li_on.wav,да,804,2207,pics\\dis44.jpg,pics\\dis44.jpg,,pics\\Banan_2.jpg,0,pics\\Tikva_2.jpg,pics\\Tikva,,pics\\Tikva_2.jpg,,,,,,,,0.714325237,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
299,Banan,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Banan,_3,Banan_3,,2003,pics\\Banan_3.jpg,200,,0,0,0,0,,291,sound\\Vot.wav,801,,31,sound\\On_zharenniy.wav,нет,804,2215,pics\\dis62.jpg,pics\\dis62.jpg,,pics\\Banan_3.jpg,0,pics\\Tikva_3.jpg,pics\\Tikva,,pics\\Tikva_3.jpg,,,,,,,,0.853572429,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
